topic,topic1,contents,label
Company,Mount Bishop (Camelsfoot Range), Mount Bishop is a mountain in the Camelsfoot Range in the Lillooet Country of the Central Interior of British Columbia. Named for an old settler it is located four km north of the settlement of Moha which is at the confluence of the Bridge and Yalakom Rivers.,0
Company,Mount Kilimanjaro climbing routes, There are several routes by which to reach Kibo or Uhuru Peak the highest summit of Mount Kilimanjaro namely Marangu Rongai Lemosho Shira Umbwe and Machame. Annually approximately 15000 people attempt to reach the summit of the mountain of whom 40 percent do so.,0
Company,Hofsjökull, Hofsjökull (Icelandic: “temple glacier”) is the third largest glacier in Iceland after Vatnajökull and Langjökull and the largest active volcano in the country. It situates at the west of the Highlands of Iceland and north of the mountain range Kerlingarfjöll between the two largest glaciers of Iceland. It covers an area of 925 km2 reaching 1765 m (5791 ft) at its summit.,0
Company,Fuchseck, The Fuchseck is a 762m high mountain on the northern edge of the Swabian Alb in Baden-Württemberg Germany.The mountain is surrounded by the towns of Gammelshausen Eschenbach Schlat and Bad Ditzenbach. The summit is on the municipal border of Schlat in the Göppingen District. The mountain is popular for its hiking and mountain biking opportunities.Nearby mountains include the Wasserberg and Sielenwang.,0
Company,Roan Creek (Colorado), Roan Creek is a 45.7-mile-long (73.5 km) tributary of the Colorado River in Garfield County Colorado.,0
Company,Lissmasjön, Lissmasjön is a lake of Södermanland Sweden.,0
Company,Ritacuba Blanco, Ritacuba Blanco is the highest peak of Cordillera Oriental in the Andes Mountains of Colombia. It's also named Ritak'uwa an ancient name from the U'wa indigenous people that live in the lowlands of the National Park Sierra Nevada del Cocuy y Güicán where the Ritacuba Blanco is located. The summit is accessible from the west via the town of El Cocuy the village of Güicán and the hamlet of Las Cabañas.,0
Company,Rudari River, The Rudari River or Rudaru River is a tributary of the Lotru River in Romania.,0
Company,St. Marks River, The St. Marks River is a river in the Big Bend region of Florida. It has been classified by the Florida Department of Environmental Protection as an Outstanding Florida Water and is the easternmost river within the Northwest Florida Water Management District.The St. Marks River begins in eastern Leon County Florida and flows 36 miles (58 km) through Leon and Wakulla counties into Apalachee Bay an arm of the Gulf of Mexico. It has a drainage basin of 1150 square miles (3000 km2) in size.,0
Company,Sylvania Mountains, The Sylvania Mountains are located in Inyo County California and Esmeralda County Nevada in the United States. The range trends in an east-west direction north of the Last Chance Range at the northern end of Death Valley National Park.The Last Chance Range and Death Valley are to the south Slate Ridge is to the southeast and the Palmetto Mountains are adjacent to the east.,0
Company,Lake Burrendong, Lake Burrendong is a man-made reservoir created by Burrendong Dam impounding waters on the Macquarie and Cudgegong rivers near Wellington in the central west region of New South Wales Australia.,0
Company,Mountain Springs Summit, Mountain Springs Summit [el. 5502 ft (1677 m)] is a mountain pass in the Spring Mountains of Southern Nevada in the United States.The pass is on the summit of a ridge in the Spring Mountains between the Mount Charleston area and the rest of the Mojave Desert and is located on the border of the Humboldt-Toiyabe National Forest and Red Rock Canyon National Conservation Area. The pass connects the Pahrump Valley with the Las Vegas Valley and it is traversed by State Route 160.,0
Company,Valea Mare River (Moldova), The Valea Mare River is a tributary of the Moldova River in Romania.,0
Company,Etzel (mountain), The Etzel (el. 1098 m.) is a mountain in the Alps on the south side of Lake Zurich in the canton of Schwyz in Switzerland.,0
Company,Twofold Bay, Twofold Bay is an open oceanic embayment that is located in the South Coast region of New South Wales Australia.The bay was named by George Bass for its shape of two bights. The northern bight is called Calle Calle Bay; while the southern bight is known as Nullica Bay.The bay is also known for the Killers of Eden the killer whales which helped a group of whalers in their search for other whales. The best-known of these was Old Tom whose skeleton is preserved in Eden's local museum.,0
Company,Volcan Rumoka, Volcan Rumoka also known as Rumoka and Le Rumoka is a cinder cone volcano in Nord-Kivu Democratic Republic of the Congo (formerly known as Zaire). The volcano is a minor satellite cone on the flanks of the massive shield volcano of Nyamuragira. It is located about 16 km (10 mi) south of Nyamuragira's caldera.,0
Company,Dezna River, The Dezna River is a headwater of the Sebiș River in Romania.,0
Company,Diky Greben, Diky Greben (Russian: Дикий гребень) is a lava dome complex located in the southern part of Kamchatka Peninsula Russia. Kurile Lake caldera is located immediately to the east.,0
Company,Thunderbolt Peak, Thunderbolt Peak is a peak in the Palisades group of peaks in the Sierra Nevada in the U.S. state of California. It rises to 14009 feet (4270 m) and could be considered the thirteenth highest peak in the state but since the peak has less than 300 feet (91 m) of prominence it is usually considered a subsidiary peak of North Palisade.The first ascent was attempted by a party of very well known climbers. According to Norman Clyde only two of the group summited.,0
Company,Medișa River, The Medișa River is a tributary of the Pârâul Nou in Romania.,0
Company,Turvo River (Goiás), The Turvo River (Goiás) is a river of Goiás state in central Brazil.,0
Company,Argentine Peak, Argentine Peak is a mountain peak in the Front Range in central Colorado in the United States. It is located west of Georgetown along the Continental Divide and along the boundary between Clear Creek and Summit counties. The ridge of the range is traversed by Argentine Pass just to the north. Argentine Peak is one of over 600 thirteeners (peaks between 13000 and 13999 feet in elevation) in the state and is ranked as the 131st highest peak in Colorado by the most detailed count.,0
Company,Little Chief Mountain, Little Chief Mountain (9541 feet (2908 m)) is located in the Lewis Range Glacier National Park in the U.S. state of Montana. Little Chief Mountain is easily seen from the Going-to-the-Sun Road rising to the south of Saint Mary Lake.,0
Company,El Peñón de Guatapé, La Piedra Del Peñol (Spanish for The Rock of Guatapé) also known as El Peñol Stone or simply La Piedra (Spanish for The Stone) is a monolithic formation located at the town and municipality of Guatapé 1 km inside the city limits (86 km northeast of Medellín or 2 hours by bus) in Antioquia Colombia.,0
Company,Guolehis Suolojávri, Guolehis Suolojávri is a lake in the municipality of Kautokeino-Guovdageaidnu in Finnmark county Norway. The 6.12-square-kilometre (2.36 sq mi) lake lies about 300 metres (980 ft) west of the lake Suolojávri and about 12 kilometres (7.5 mi) north of the Norway-Finland border.,0
Company,Vălioara River, The Vălioara River is a tributary of the Răchitova River in Romania.,0
Company,Oița River, The Oița River is a tributary of the Bistriţa River in Romania.,0
Company,Papurí River, Papurí River is a river in South America. It emerges in the Vaupés Department of Colombia and flows east forming part of the international boundary between Colombia and the Amazonas state of Brazil. On the border it flows into the Uaupés River.,0
Company,Allqaqucha (Junín), Allqaqucha (Quechua allqa black-and-white qucha lake black-and-white lake hispanicized spelling Alcacocha) is a lake in Peru located in the Junín Region Junín Province Junín District. It is situated at a height of about 4359 metres (14301 ft) about 3.16 km long and 0.74 km at its widest point. Allqaqucha lies east of the lake Chinchayqucha and south-west of the smaller lake Yanaqucha.,0
Company,Tanggula Mountains, The Tanggula (Chinese: 唐古拉山 p Tánggǔlāshān or 唐古拉山脉 p Tánggǔlāshānmài) Tanglha or Dangla Mountains (Tibetan: གདང་ལ་། w Gdang La z Dang La) are a mountain range in the central part of the Tibetan Plateau in the People's Republic of China.</ref> Administratively the range is in the Nagqu prefecture of the Tibet Autonomous Region with the central section extending into the nearby town of Tanggula and the eastern section entering the Yushu Tibetan autonomous prefecture of Qinghai province.The Tanggula is the source of the Ulan Moron and Dangqu Rivers the geographic headwaters of the Yangtze. ,0
Company,Láhpojávri, Láhpojávri is a lake in the municipality of Kautokeino-Guovdageaidnu in Finnmark county Norway. The 8.17-square-kilometre (3.15 sq mi) lake lies on the Finnmarksvidda plateau the village of Láhpoluoppal lies on the southern tip of the lake.,0
Company,Dolomiti lucane, Dolomiti lucane is a mountain range in the province of Basilicata southern Italy. Located in the Southern Apennines and dominating the Basento Valley the range is at the heart of the Gallipoli Cognato Piccole Dolomiti Lucane Regional Park which also include the Gallipoli-Cognato forest. The range is named Dolomiti because of similarities to peaks in the Dolomites in northern Italy. The range was formed 15 million years ago.,0
Company,Jonku, Jonku is a medium-sized lake in the Iijoki main catchment area. It is located in Pudasjärvi municipality in the region of Northern Ostrobothnia in Finland. Jonku is also a village in the Pudasjärvi municipality.,0
Company,Lake Sakakawea, Lake Sakakawea is a reservoir in the Missouri River basin in central North Dakota. Named for the Shoshone-Hidatsa woman Sakakawea it is the largest man-made lake in North Dakota and the third largest in the United States after Lake Mead and Lake Powell. The lake lies in parts of six counties in western North Dakota: Dunn McKenzie McLean Mercer Mountrail and Williams.,0
Company,Váh, The Váh (German: Waag; Hungarian: Vág; Polish: Wag) is the longest river in Slovakia. Towns on the river include Liptovský Hrádok Liptovský Mikuláš Ružomberok Vrútky Žilina Bytča Považská Bystrica Púchov Ilava Dubnica nad Váhom Nemšová Trenčín Nové Mesto nad Váhom Piešťany Hlohovec Sereď Šaľa Kolárovo and Komárno.,0
Company,Zeifăn River, The Zeifăn River is a tributary of the Homorod River in Romania.,0
Company,Malaya Kokshaga River, The Malaya Kokshaga (Mari: Изи Какшан Izi Kakšan; Russian: Малая Кокша́га literally Little Kokshaga) is a 194 km-long river in Mari El a left tributary of the Volga. It originates in the northern part of the republic passes through its capital Yoshkar-Ola and flows to the Kuybyshev Reservoir Volga near Kokshaisk. The Malaya Kokshaga is mainly fed by snow. From November till April the river is frozen. The riverbed is meandering; there are many former river beds in the valley.,0
Company,Moanbane, Moanbane (Irish: Móin Bhán meaning White Bog) is a mountain in County Wicklow Ireland. At 703 metres (2306 ft) it is the 15th highest mountain in the Wicklow Mountains and the 107th highest summit in Ireland.,0
Company,Chismore Range, The Chismore Range is a small subrange of the Kitimat Ranges located on the western edge of Porcher Island British Columbia Canada.,0
Company,Trammer See, Trammer See is a lake in Landkreis Plön Schleswig-Holstein Germany. At an elevation of 20.03 m its surface area is 1.63 km².,0
Company,Maja e Papingut, Maja e Papingut is a peak of the Nemërçkë mountain ridge located in the south of Albania near the Vjosë river. Maja e Papingut is the highest point of Nemerçkë and the highest unshared peak in southern Albania at 2482 m (8143 ft) high. From the rocky summit there is a wonderful view of other Albanian and Greek mountains such as Tomorr and Gramos.,0
Company,Lake Leonard, Lake Leonard is a small freshwater crater lake in Mount Leonard (also known as Leonard Kniaseff) an andesitic-to-dacitic stratovolcano complex in the Leonard Mountain Range which is located 60 km northeast of Davao City Davao del Norte Province Philippines.,0
Company,Mirăslău River, The Mirăslău River (Hungarian:Miriszló-patak ) is a tributary of the Mureş River in Transylvania Romania.,0
Company,River Đáy, The Day River (Vietnamese: Sông Đáy) is a river in Vietnam. It was formerly known as Sông Hát or Hát Giang. The river is a distributary of the Red River draining into the Gulf of Tonkin.The river has a length of 240 km and has a drainage basin of more than 7500 km² flowing through Hanoi and the provinces of Hòa Bình Hà Nam Ninh Bình and Nam Định.,0
Company,Poe (crater), Poe crater is a crater on Mercury.,0
Company,Hanuman River, The Hanuman River (Thai: แควหนุมาน RTGS: Khwae Hanuman IPA: [kʰwɛː hànúmaːn]) originates in South San Kamphaeng Mountain Range the Khao Yai National park. It begins at the confluence of many small tributaries at Tambon Samphan Ta Na Di District Prachin Buri Province. It flows southward and joins the Phra Prong River to become the Prachin Buri River in Kabin Buri district Prachinburi Province. The river is 25 km long.,0
Company,Lake Lizzie, Lake Lizzie is a lake located in the townships of Dunn and Lida in Otter Tail County Minnesota.,0
Company,Cross Lake, Cross Lake is a lake on the border of Cayuga and Onondaga Counties in New York United States. The lake lies within the boundaries of the traditional Onondaga Indian Nation and is reputed in local tradition to be the boyhood home of Hiawatha the great peace maker. However Onondaga Lake is also said to be Hiawatha's home.Cross Lake has a maximum depth of 64 feet and has an average depth of 18 feet. The Seneca River flows west to east through the south end of the lake.,0
Company,Cle Elum Lake, Cle Elum Lake is a lake and reservoir along the course of the Cle Elum River in Washington state USA.,0
Company,Dent (fell), Dent is a small fell on the fringe of the English Lake District near the towns of Cleator Moor and Egremont. Sometimes known as Long Barrow it is traditionally the first fell encountered by hikers following Wainwright's Coast to Coast Walk.,0
Company,Petit Vélan, The Petit Vélan is a mountain of the Swiss Pennine Alps located south of Bourg-Saint-Pierre in the canton of Valais. It lies NW of Mont Vélan.,0
Company,Năianca River, The Năianca River is a tributary of the Ghighiu River in Romania.,0
Company,Sudeoksan, Sudeoksan is a mountain of South Korea. It has an elevation of 794 metres,0
Company,Săliște River (Craiova), The Săliște River is a tributary of the Craiova River in Romania.,0
Company,Carnedd y Ddelw, Carnedd y Ddelw is a summit in the Carneddau mountains in north Wales north-east of Foel-fras. It is the Nuttall top of Drum (Wales).Its eastern slopes are drained by the Afon Tafolog a tributary of Afon Roe which flows through the village of Rowen before joining the River Conwy. It is also the final top on Carnedd Llewelyn's long northern spur. To the north-west is Tal y Fan the most northerly 2000 ft mountain in the Carneddau and Wales.,0
Company,Mount Torment, Mount Torment is a 8120-foot (2470 m) peak in the North Cascades of Washington in the United States. It is located approximately 65 miles (105 km) northeast of the city of Everett.,0
Company,Waitekauri River, Not to be confused with the Waitekuri River.The Waitekauri River is a river of the Waikato Region of New Zealand's North Island. It flows south from the Coromandel Range at the foot of the Coromandel Peninsula to reach the Ohinemuri River six kilometres west of Waihi.,0
Company,Lochy River, The Lochy River is a river of New Zealand flowing into lower Lake Wakatipu.,0
Company,Acrodectes Peak, Acrodectes Peak is a mountain summit in Kings Canyon National Park in Fresno County California. The peak tops out at 13187 feet (4019 m). The peak was named after a rare cricket named Acrodectes philopagus found in the region.,0
Company,Mark Twain (crater), Mark Twain is a crater on Mercury. It has a diameter of 149 kilometers. Its name was adopted by the International Astronomical Union in 1976. Mark Twain is named for the American author Mark Twain who lived from 1835 to 1910.,0
Company,Skilak Lake, Skilak Lake is a large lake on the Kenai Peninsula Alaska. The lake is part of the Kenai River system but also contains glacial runoff. The water is exceptionally clear with a mostly rocky bottom relatively free of aquatic vegetation. It is within the Kenai National Wildlife Refuge and can be accessed by Skilak Lake Loop Road via the Sterling Highway. Maximum depth is 528 feet (161 m) it is 15 miles (24 km) long and up to 4 miles (6.4 km) wide in places.,0
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
